Deflection [mm]; Load [kN]
0; 0
0.08941404043922319; 5.626422457668809
0.5356049820258804; 29.266696651708003
1.072900849839197; 47.274630287822674
2.0608515977179813; 64.1479795605726
3.0483965330077822; 83.27358870217768
3.9474743238993177; 93.39184925415032
5.38709448331603; 103.4999644913986
7.095971295522876; 119.23365674342165
8.895953033956367; 129.33500843752017
10.425663588127275; 139.44143278898093
12.406231928658148; 147.2871428426496
14.204996229324696; 164.1452741433128
16.18455003838311; 177.62163386911868
17.895050100945884; 184.34628664572233
19.514039424693028; 198.95553984910543
21.494404858929403; 207.92737983720167
23.203281671136242; 223.66107208922472
24.552608529504266; 234.89700814668765
25.901732481577806; 247.25907413857828
26.98139687456671; 255.12169305012128
27.163403820725524; 244.98314186869936
27.075748301505232; 231.4712735413574
26.89840820011972; 215.7088362309479
26.63178932915798; 195.44357006861628
25.823410651904116; 181.94522882757371
24.745572415565615; 163.94744050618363
23.75741876139234; 148.20022116786106
22.589490130299662; 130.2041237322585
21.6009306635374; 116.70916426279075
20.79214617369455; 105.46308289060312
19.80318089434331; 94.22038328999031
18.544147337023983; 81.8566264123125
17.375407080753316; 68.36504871441957
16.115967710845002; 58.25355170559658
15.307183221002152; 47.007470333408946
14.948850704930283; 35.752934532284144
13.959479612990062; 26.76249480052627
12.969499802166364; 21.150444872050798
11.9787083661647; 20.04291468128497
11.347466884001857; 23.433140685079366
11.435325309516639; 35.818879077993756
11.613274129785626; 48.20292658512096
12.060479602844747; 66.21255110702282
13.048430350723532; 83.08590037977308
14.217170606994184; 96.57747807766577
15.205324261167458; 112.32469741598834
16.28458284156738; 122.43957619638616
17.452917285249054; 138.183413763134
18.442085470894785; 148.29998342931935
19.070689171229237; 159.54944657308192
19.96895533694281; 174.17222686276432
20.596950318393798; 188.80007980980918
21.135869436563045; 197.79897397050422
22.574069251918313; 215.78999874874455
23.83289990294315; 229.27988556085006
26.441869037513992; 249.50118869270852
28.42061122139444; 267.4820681562244
30.399962124158368; 282.08455781645785
32.37931302692229; 296.6870474766912
34.80850718457371; 314.65947251126977
36.87794848209184; 329.2602712857157
38.94759268590444; 342.73494012573434
41.016831077128074; 358.46186883460774
42.90548286625432; 376.4444391839109
45.15490204698635; 392.16798612120954
47.135876200106196; 397.7614363060233
48.934640500772744; 414.61956760668653
51.543812541638076; 433.7147408041177
53.43347886223678; 446.06666148128363
55.233054788081304; 458.420273044237
56.85285573700641; 468.5250065099103
58.202385501668914; 478.63481263294597
60.27243551807052; 489.8572216041096
62.522463417686; 502.2023787381258
64.68199510995831; 516.8014866267843
66.12141236308052; 528.0357317984599
68.28134986794183; 540.3825798182636
70.35058825916545; 556.109508527137
71.70032093012247; 565.0931847157452
72.86966990527658; 575.2063726103557
74.48967376049619; 584.1849761416015
76.01897850207813; 596.5436603619172
77.99914103002001; 606.6416302844408
79.25817458733934; 619.0053871621188
80.69799765305054; 627.9873724649395
82.04732451141857; 639.2233085224026
83.57764378447295; 645.9513430705811
85.10735433864386; 656.0577674220417
86.81765149491214; 663.9085501330727
88.34736204908305; 674.0149744845335
88.43948150678214; 662.7519842544716
89.33876220396819; 671.7441148720169
90.9579544340098; 685.2272381409725
